event,subject_id,x,y,sirka,vyska,headecho,typ_ozveny
event20210111_200533_43.jpg,68901227,428.0120849609375,446.5611572265625,12.54901123046875,14.479644775390625,nie,Ozvena U.
event20210112_085417_205.jpg,68901680,437.6651916503906,449.4570007324219,14.479644775390625,10.618438720703125,nie,Ozvena U.
event20210112_154915_431.jpg,68902037,227.22776794433594,443.6651611328125,14.479644775390625,17.375640869140625,nie,Ozvena U.
event20210112_154915_431.jpg,68902037,425.11614990234375,450.4223327636719,16.410247802734375,12.54901123046875,nie,Ozvena U.
event20210111_223105_79.jpg,68901294,427.0467529296875,451.3876953125,15.444976806640625,12.5489501953125,nie,Ozvena U.
event20210111_223105_79.jpg,68901294,721.466064453125,446.5611572265625,16.4102783203125,16.410186767578125,nie,Ozvena U.
event20210112_063354_133.jpg,68901565,438.6304931640625,445.5957946777344,13.51434326171875,13.514312744140625,nie,Ozvena U.
event20210112_225601_741.jpg,68902583,344.9954833984375,448.4917907714844,20.271514892578125,19.306182861328125,nie,Ozvena U.
event20210112_212348_563.jpg,68902265,422.22021484375,456.21417236328125,25.098052978515625,19.306182861328125,nie,Ozvena U.
event20210112_212348_563.jpg,68902265,699.2639770507812,437.8733215332031,18.3408203125,16.41021728515625,nie,Ozvena U.
event20210112_084847_203.jpg,68901677,429.94268798828125,445.5957946777344,16.410247802734375,18.340850830078125,nie,Ozvena U.
event20210112_145807_408.jpg,68901998,420.2895812988281,448.49169921875,21.23681640625,14.479644775390625,nie,Ozvena U.
event20210112_225442_731.jpg,68902564,427.0467529296875,442.6998596191406,18.340911865234375,20.27154541015625,nie,Ozvena U.
event20210112_111722_274.jpg,68901791,435.73455810546875,493.8612365722656,20.271484375,13.51434326171875,nie,Ozvena U.
event20210112_111722_274.jpg,68901791,1066.08154296875,495.7918395996094,29.924560546875,12.549041748046875,nie,Ozvena U.
event20210112_112250_278.jpg,68901798,426.08148193359375,452.35296630859375,12.54901123046875,12.54901123046875,nie,Ozvena U.
event20210227_030137_180.jpg,69135891,417.3968811035156,406.01129150390625,24.13232421875,20.271209716796875,nie,Ozvena U.
event20210131_000756_3.jpg,69133975,321.8328857421875,417.5948181152344,13.514068603515625,18.340576171875,nie,Ozvena U.
event20210131_000756_3.jpg,69133975,428.0151062011719,425.3171691894531,14.479400634765625,20.271148681640625,nie,Ozvena U.
event20210130_214238_1337.jpg,69133926,423.18865966796875,418.56011962890625,22.20172119140625,30.88934326171875,nie,Ozvena U.
event20210131_005536_30.jpg,69134002,417.3968811035156,419.5254821777344,35.715850830078125,28.95880126953125,nie,Ozvena U.
event20210131_145038_375.jpg,69134346,428.0151062011719,425.317138671875,37.64642333984375,30.889404296875,nie,Ozvena U.
event20210226_153424_520.jpg,69135388,429.9456787109375,410.8377685546875,34.750579833984375,32.820037841796875,nie,Ozvena U.
event20210112_020649_41.jpg,68901418,414.49774169921875,419.5325012207031,34.751129150390625,82.05123901367188,ano,Ozvena U.
event20201130_102645_66.jpg,69134910,428.01287841796875,453.3163146972656,49.230560302734375,33.785675048828125,nie,Ozvena U.
event20210131_231915_502.jpg,69134462,438.6333312988281,392.4972229003906,28.95880126953125,20.2711181640625,nie,Ozvena U.
event20210112_012521_28.jpg,68901394,484.9653015136719,438.83868408203125,18.340911865234375,15.444854736328125,nie,Ozvena U.
event20210131_054827_143.jpg,69134115,30.314376831054688,304.6555480957031,23.167030334472656,122.59222412109375,ano,Ozvena U.
event20210112_124047_332.jpg,68901881,401.1959228515625,449.68328857421875,68.96487426757812,39.103729248046875,nie,Ozvena U (krátka)
event20210112_092850_216.jpg,68901696,411.8865051269531,336.500244140625,95.87066650390625,195.85003662109375,ano,Ozvena O (dlhá)
event20210131_074212_208.jpg,69134180,6.182047367095947,416.6296081542969,19.30586576461792,19.30584716796875,nie,Ozvena U (krátka)
event20210131_074212_208.jpg,69134180,421.258056640625,420.49072265625,20.271148681640625,24.13232421875,ano,Ozvena U (krátka)
event20210201_011712_30.jpg,69134495,196.3447723388672,420.49072265625,24.13232421875,21.236419677734375,nie,Ozvena U (krátka)
event20210201_011712_30.jpg,69134495,420.2927551269531,405.0459899902344,26.062896728515625,30.88946533203125,nie,Ozvena U (krátka)
event20201201_035017_92.jpg,69135234,440.5618591308594,460.0733947753906,17.375457763671875,15.444854736328125,nie,Ozvena U (krátka)
